DATE,VOTE,INFO
2025-05-19,5,매우 만족 합니다.
2025-04-17,5,생각보다 가볍고 일상생활에 사용하기 편리하고 좋습니다👍
2025-05-11,5,배송이 빠르고 품질이 좋아요
2025-05-12,5,소리도 잘 나오고 특히 베이스가 잘 들리네요 좋아요
2025-05-11,5,중딩아들 어린이날 선물로 너무 좋아합니다^^
2025-04-20,5,한달사용음악듣기 너무 좋아여 만족
2025-04-06,4,"멋있네요, 고급지고 가볍고 소리음질좋고 최고"
2025-03-29,4,스피커 음질 괜찮고 쓸만 하네요. 착용감 좋고요.마이크 음질은 좀 아쉬워요.
2025-03-28,5,아르바이트해서 번 돈으로 샀어요 짱 좋고.. 너무 소중하고..: 함부로 다룰 수 없고… 맨날 좋아하는 노래 둠칫둠칫 들을 수 있어서 좋아요
2025-04-09,5,"배송 빨라서 좋구요
착용감 좋고 편해요"
2025-04-17,5,한달사용음... 제가 뱅앤울룹스 60만원대 헤드폰 쓰고있는데요. 이거랑 비교하면. 뱅울이 100점이면 이건 한 80점? 가성비로 만족해요.
2025-04-15,5,한달사용오래쓰면 좀 무거워여
2025-04-06,5,아버지 선물로 사드렸어요 너무 좋아하시네용ㅎㅎ
2025-04-02,4,좋아요. 배송도 빠릅니다
2025-05-02,5,한달사용공부할때 쓰고있어요 굳!
2025-04-21,5,음질도 너무 좋고 가성비가 너무 좋아요
2025-04-15,5,"사용해보니 엄청 좋습니다
 사고싶었는데 돟았어요"
2025-03-22,5,"포장도 잘되어왔고
제품도 만족해요"
2025-03-12,5,일단 배송이 진짜 빨라요! 선물로 구매했는데 친구가 마음에 든다고해서 다행이에요!
2025-03-26,5,생각보다 가볍고 배터리도 오래가요
2025-04-17,5,선물해줬는데 너무 좋아해요!
2025-03-18,5,한달사용좋아요 아이가 좋아해요 편하고 충전오래간대요
2025-03-28,5,가볍고 노캔 괜찮음 잘산듯
2025-03-05,5,커널형 이어폰만 계속 썼는데 요즘 자꾸 이명 비슷한 증상이 있는거 같아서 헤드폰 구매했어요. 이어폰보다는 살짝 음이 뜨고 뭉개지는 느낌이 있지만 나름 만족해요^^
2025-02-25,5,착용시간이 길어서 헤드폰으로 바꿨어요. 귀가 작아서 그런지 사이즈도 적당하고 가격도 좋네요. 노래도 훨씬 깊이있게 잘 들리네요. 만족합니다. 배터리도 오래간다니 안살 이유가 없었네요!
2025-04-12,4,한달사용가성비가 좋은 제품이라고 생각합니다
2025-03-05,5,일단...이전에 쓰던 상품 60만원짜리 헤드폰 뱅앤울룹스 꺼하고 이걸 비교해보고있는데. 난 솔직히 2개 다 들었을때 별 차이없다생각함.
2025-04-06,4,아이가 필요해서 샀는데 만족하면서 사용중이에요
2025-03-01,5,선물로 구매해봤는데 받는 사람이 너무 좋아하더라구요! 한번 착용도 해봤는데 가볍고 노이즈캔슬되서 더 좋은것 같아요! 선물로 주기 추천!
2025-02-25,5,"재구매아이 인강용으로 샀는데,
매일 음악만 듣고 있긴 하지만
굉장히 마음에 들어하며 잘쓰네요~
엄청 가볍습니다"
2025-03-14,5,배송도 빠르고 제품도 만족합니다~~~~~
2025-02-25,4,"아이 인강용으로 샀는데 확실히 가볍고,
아이도 마음에 들어하네요~
잘 들고 다니고 있습니다"
2025-03-06,5,노캔도 좋고 운동할때 가벼워서 좋아요
2025-03-06,5,한달사용노래 음질좋고 마이크도 잘되서 좋음.
2025-02-15,5,한달사용연말 선물로 줬는데 너무 잘 쓰고 있어서 준 사람도 너무 뿌듯해요 가성비 최고 제품인거 같습니다
2025-03-21,5,플래그십보다는 성능은 아쉽지만 일상에서 사용하기에 좋습니다
2025-02-12,5,너무 만족합니다! 사고싶었는데 귀도 안아프고 좋은상품이에요 정품이라 믿을 수 있어요!!배송도 빠릅니다
2025-02-19,5,"조카가 너무 좋다고 하네요~ 
귀도 안아프고 완전 만족해요~"
2025-03-22,5,한달사용소리가 좋고 귀 눌림이 없어요
2025-03-07,5,생각보다 가볍고 음질도 좋아요 특히 노이즈 캔슬링 기능이 있어서 편해요
2025-02-14,5,아이가 정말 좋아해요 편하고 좋대요 케이스가 없어서 그게 좀 아쉬워요
2025-03-20,5,한달사용가격대비진짜좋아요!
2025-02-25,5,"아들 입학선물로 구입했는데
 무척 좋아하네요♡"
2025-03-11,5,한달사용재구매선물로 줬어요 만족해하네여
2025-02-27,5,괜찮은 것 같아염~
2025-02-17,4,음질이좋고 노이즈캔슬링 잘되고 착용감 편해요
2025-02-20,5,가격대비 성능이 훌륭하고 귀가 편안해요.
2025-01-22,5,스토어PICK고민 엄청하다가 샀어요 아이폰 연결 아주 잘 되고 끊기는 현상도 아직까진 없고 배터리도 꽤 길게 가요! 물론 다른 비싼 제품보다 떨어지는 부분이 있겠지만 막귀인 전 못 느끼겠구 냉장고 소음이나 컴퓨터 소음 잡아주는 수준의 노캔도 마음에 들어요.
2025-03-14,5,편하고 음질도 좋습니다
2025-02-15,5,한달사용선물용으로 구매했는데 너무 맨날 잘 쓰고 있어서 준 사람도 너무 행복하네요
2025-02-19,5,한달사용빠른 배송 감사합니다.
2025-02-08,5,한달사용음질이 괜찮아요 가성비 굿
2025-02-15,5,행사에 사은품으로 드렸어요
2025-03-05,4,한달사용아부지 사드렸습니다~....
2025-01-05,5,"아이 인강 들으려 구입했어요. 
정말 가벼워서 오랫동안 착용해도 편하다고 하더라구요. 소리들리는거나 노이즈캔슬링 기능 다 좋구요. 아이가 무리없이 기능들 다 익혀서 사용중이에요. 
케이스가 없어서 조금 아쉽긴해요."
2024-12-14,5,"스토어PICK이어폰만 쓰다가 헤드폰을 처음 써보는 사람입니다 
물건 받자마자 들어보고 너무 가벼워서 한번 놀라고 음질도 너무 좋아서 두번 놀랐습니다 
헤드폰 끼고 노래를 처음 듣는데 음질이 너무 좋아서 행복하다고 느꼈습니다 
어플 설치 후 사용자에게 맞게 자동으로 맞춤 설정도 되더라구요! 데이터를 어느정도 수집하면 더욱 좋아 질거 생각하면 기분이 벌써 부터 좋네요 
잘 쓰겠습니다"
2025-02-20,5,귀가 편안하고 음질이 좋아요!
2025-02-16,5,배송도 빠르고 잘 사용하구 있습니당
2025-01-08,5,"크리스마스 선물 드렸는데 너무 좋아하세요! 무선 노이즈캔슬링 + 소니, 이가격에 정말 훌륭합니다!"
2025-01-12,5,"너무 가볍고 좋아요
음질도 불편하지 않고
겨울이라 귀마개용으로도 좋고
노이즈 캔슬링 압력도 별로 없어서 산책하기 편해요"
2025-01-08,5,"선물 드렸는데 너무 좋아하세요, 최고의 가성비 헤드폰!"
2025-01-20,5,빠른 배송 감사합니다.
2025-01-23,3,한달사용선물용으로 구매했습니다.
2025-01-09,5,정말 가볍습니다. 이거 하나로 그냥 압살입니다. 음질은 그냥 그렇습니다.
2025-01-02,4,"아들이 버즈를 너무 열심히 쓰니 귀가 걱정돼서 헤드폰 사줄려고 검색하다 주문했어요
다행히 맘에 든다고 합니다"
2025-01-03,5,일단최고로만족합니다.통화를해도깨끗하게잘들리고음악역시잘들리고좋아요
2025-02-03,5,잘쓸게요. 감샇바니다.
2025-01-10,5,음질도 좋고 사용하기도 편함
2025-01-02,5,"파란색 품절이라 검정샀는데 괜찮네요
가벼워서 좋아요"
2024-12-27,5,"엄청 튼튼하고 좋아요.
노이즈 캔슬링 기능 최고"
2025-01-05,5,제품좋고 퀄리티 좋고 정품이라 좋습니다
2024-12-24,4,배송이 빨라서 좋습니다.
2024-12-15,5,배송빠르고..물건이야 당연히 좋지요
2025-01-02,4,한달사용노이즈캔슬링도 잘되고 소리도 깨끗해요
2025-01-03,3,한달사용잘 사용하고잇습니다
2024-12-23,5,"아이들 크리스마스 선물로 준비했어요
좋아하길 바래요"
2024-12-11,5,한달사용한달 사용 리뷰 좋다고 하네요^^
2024-12-12,5,한달사용사용하기 편해요!!!
2024-11-13,4,기존 사용하던게 폴더제품이라 당연히 접히는 줄 알고 구매했다 아니어서 문의했는데 개봉후에는 교환이 안되서 좀 속상했는데 가볍고 음질도 좋아서 만족합니다!
2024-12-11,5,배송도 빠르고 포장도 괜찮습니다. 제품은 당연히 만족
2024-12-09,5,가성비 완전 맘에 들어요
2024-11-03,5,재구매선물로 구매했어요 아이폰 안드로이드 둘다 호환된다고 하던데 잘되면 좋겠네요
2024-12-03,4,사용하기도 좋고 가벼워요
2024-11-06,5,귀가 편하고 디자인도 예쁘고 음질도 쏘쏘
2024-11-12,5,한달사용음질도 좋고 너무 무겁지도 않고 잘 쓰고있어요. 단점이 있다면 안 접혀서 달랑달랑 들고다녀야해요
2024-11-29,3,잘 사용하겟습니다.
2024-11-18,5,한달사용큰아이가 원해서 사준건데 가격도 적당하고 좋다고 하네요
2024-10-26,5,사용이 간편하고 음질도 괜찮아요
2024-11-17,5,한달사용화상회의용으로 구입했습니다
2024-11-15,5,한달사용좋은상품감사드립니다.
2024-10-01,5,"직원들 선물로 줬더니 너무 좋아하네요
자주 애용하겠습니다.
가볍고 이쁘다고 난리입니다."
2024-09-26,5,가볍고 좋습니다! 케이스가 없다는 게 조금 아쉬운 것 같아요
2024-10-10,5,가볍고 사운드도 좋고 노이즈 캔슬링도 잘돼요!! 완전 가성비 짱
2024-10-05,5,정말 잘쓰고 있습니다!
2024-09-18,5,아이생일선물로 구입했는데 가볍고 금액이 합리적인거같아요~스카갈때도 여행갈때도 잘 사용하고 있어요~
2024-10-24,5,조하여ㅕ너므너므너무노무어무온너므
2024-09-11,5,"가볍습니다.
다른 유명한 것들 다 써봤는데 훨씬 가볍고 쿠션감도 괜찮습니다.
막귀라서 그런지 사운드도 괜찮았습니다.
잘 산 것 같습니다."
2024-08-29,4,가격에 비해..음질이 좋다는 느낌은 없었고 보관케이스가 없어서 불편하네요 그래도 이어폰보다는 귀에 좋을 것 같고 기본은 하는 듯 합니다
2024-08-21,5,"배송도 깔끔하게 왔고 무엇보다 가격대비 음질이 좋네요! 적당한 가격에 좋은 헤드셋인거 같아요:)
작동도 버튼으로 할 수 있어서 더 좋은거 같아요."
2024-08-27,5,착용감도 좋고 오버이어라서 너무 편합니다. 음질도 인강듣기에 부족함이 없습니다.
2024-09-23,5,한달사용선물받은 분이 맘에 들어하네요. 잘 쓰고 있다고 해요.
2024-08-30,5,디자인도 괜찮고 음질도 좋습니다. 둥둥 울리는 느낌은 적은게 단점이나 전체적으로 저는 만족합니다.
2024-08-10,5,"한달사용스토어PICK고민 끝에 구매한 제품으로서..
한달간 사용을 해보니 정말 좋더라구요!!
특히 유무선 겸용으로 쓴다는 것이 가장 큰
장점 같아요^^"
2024-09-17,5,한달사용인강용으로 구매해서 잘 쓰고 있ㅇ습니다.
2024-09-13,5,선물로 샀는데 친구가 좋아하네요!
2024-09-02,5,한달사용남친 선물로 줬는데 너무 만족해요!
2024-09-04,5,한달사용선물했는데 잘 쓰더라구오
2024-08-24,5,무선이어폰을 쓰니 귀상태가 안좋아진것 같다하여 수험생 딸아이 바꿔줬는데 매우 좋아합니다.
2024-08-27,5,한달사용가격치곤 괜찮은 제품
2024-07-07,5,"막 쓸 수 있는 가성비 가득한 헤드폰이 필요해 구매했습니다.
어플도 안깔고 연결해서 사용하는데 만족스럽네요ㅋ
케이스가 없어서 아쉽긴 합니다만...
그래도 편하게 부담없이 사용할 수 있어서 좋습니다!"
2024-07-19,4,"케이스가 없는점 빼고 만족해요
고사양필요없어서 골랐는데 가볍고 좋아요"
2024-08-01,5,선물용으로 구매했어욯ㅎㅎ
2024-07-30,5,음질이 넘 좋아요!
2024-04-11,5,"원래는 버즈 라이브로 인강을 들었는데 그 친구가 어느 순간 노트북이랑 잘 안 맞게 되어서 연결이 불안정해지더군요. 하는 수 없이 갖고 있던 줄이어폰을 쓰기 시작했는데 제가 오른쪽 귀에 염증이 생겼어서 고생을 했던지라 쓸 때마다 신경쓰이고 왠지 아픈 거 같고... 고민하다가 결국 무선 헤드폰을 장만했습니다! 다른 회사 제품과 이거 사이에서 고민했는데 다들 그래도 소니가 더 낫지 같은 반응이어서 이걸로 골랐습니다.

사실 더 저렴한 520 모델도 생각했었는데 온이어여서 귀가 아플 거 같더라고요. 이거는 오버이어여서 쓴 모습은 좀 별로여도 귀는 덜 아픈 거 같아 좋네요. 우선 무게는 정말 가볍고 디자인도 준수한 거 같습니다. 다만 오버이어인 만큼 썼을 때 핏이 좀 별로인 거 같기도 해요. 그리고 플라스틱으로 마감되어서 잘못 긁히면 흠집 날 거 같아 쪼금 무섭네요. 오래오래 잘 아껴서 사용하도록 하겠습니다.
음질 같은 것도 자세하게 리뷰할 수 있으면 좋겠지만 솔직히 말하자면 막귀인 편이어서 이야기할 게 없네요. 이 제품에 노캔이 있는 건 알지만 잘 쓸 거 같지도 않고요. 우선 핸드폰과 연결해서 쓸 때는 끊김없이 깔끔하게 들려서 좋아요.
가격은 솔직히... 알바하지 않는 대학생의 용돈으로 사기에는 부담스러웠지만! 최근에 생일이었어서 생일 기념으로 가족들이 돈을 보태줬습니다! 만약 돈을 버는 입장이라면 헤드폰으로 이 정도 사는 건 괜찮을 거 같네요. 실제로 다른 소니 모델들과 520, 720 모델 비교하면 이 모델 가격이 선녀죠. 소니 헤드폰에 관심이 있다면 입문용으로는 괜찮을 거 같습니다.

총평: 귀 덜 아프고 무게 가벼움, 핏은 좀 애매해도 디자인 준수함, 음질은 막귀여서 잘 모르겠지만 깔끔함, 돈이 어느 정도 있는 사람이라면 소니 헤드폰 입문용으로 괜찮은 가격임"
2024-06-16,5,"스토어PICK음질 이야기가 많아서 상위모델 고민하다가 막귀에 예민한 편이 아니라서 이걸로 샀는데 가볍고 좋아요!
블루투스 이어폰에선 안 들리던 소리가 들리네요 배터리 재생시간도 좋아요🥹
음악 자주 듣는 타입이라 만족스럽습니다 ㅠㅠb 잘 쓰겠습니다 ^^"
2024-07-23,5,음질도 좋고 착용감도 좋아요
2024-08-02,5,남자친구 선물로 줬는데 넘 조아해여😊
2024-07-05,5,넘 사고 싶어서 장바구니에 1달 동안 담아뒀다가 강세일 하길래 질렀는데 소니는 정말 음질이 좋구나...감탄했음다
2024-06-24,5,음질이나 착용감 너무 좋아요!
2024-06-15,5,"동생 제대 선물로 구입했습니다~
똑같은 제품 하얀색을 사용하고 있는데 너무 편하고 이쁘네요!"
2024-07-16,5,선물드렸는데 잘 쓰셔서 좋아용
2024-05-31,5,일단 귀가 너무 편해서 좋아요~ 같이 온 파우치도 너무 귀엽워요:) 노이즈캔슬링은 아직 밖에서 사용안해봐서 잘 모르겠지만 일단 너무 만족합니다 :)
2024-05-20,5,재구매디자인도 이쁘고 착용감 너무 좋아요~ 음질도 최고입니다~ 다음에 지인 선물할때 또 이용하겠습니다^^
2024-06-18,5,"한달사용선물로 사주었는데 줄곧 착용하고 다니네요ㆍ음질, 디자인 넘 좋습니다ㆍ"
2024-05-14,5,헤드셋은 처음 입문하는데 입문용으로 추천받아서 샀습니다. 그 결과 아주 대만족입니다. 노이즈 캔슬링 아주 좋고 귀에 부담이 적어서 최고입니다
2024-05-14,5,"제가 쓰고 있는 제품인데 좋아서 어버이날 아빠 선물로 사드렸어요. 음질이 좋다고 하시네여. 
참고로 전 이어폰 끼면 자꾸 귓병이 나는데 헤드셋으로 바꾼 후로는 귀도 안아프고 좋네여."
2024-06-18,5,한달사용재구매아이들 선물로 샀는데 너무 좋아요.
2024-06-13,5,한달사용좋은 제품 잘 구매한것 같아요. 많이 파세요.
2024-05-29,5,한달사용가벼워서 쓰기좋은 해드셋입니다
2024-06-14,5,너무 좋아용 갖고싶은데 샀어요
2024-06-11,5,한달사용음질 좋고 가벼워서 통근용으로 최고입니다!
2024-05-14,5,너무 잘 쓰고 있어요 음질도 좋고 잘샀어요!
2024-04-24,5,중2딸래미 사줬습니다. 아주 만족이랍니다. 저도 들어봤는데 사운드 좋네요. 충전방식이 좀 구식인건 마이너스요인
2024-05-03,5,한달사용가볍고 노켄도 되고 좋아요~~~ 처음사용한거 치곤 입문템으로 가성비있고 좋습니다.
2024-04-23,5,가볍고 제 얼굴이 작은 편인데 잘 맞아요 낮은 소음은 확실히 잘 막아주네요 생각보다 노이즈캔슬링 잘 되네요 잘 쓰겠습니다
2024-05-09,5,Siuuu 노캔도 잘되고 소리도잘들리고 유선은 음... 낫배드 총평 good!
2024-04-27,5,"한달사용진정한 가성비 노이즈캔슬 헤드폰입니다

인기인 이유가 있음"
2024-04-22,5,"한달사용50대도 손쉽게 사용 가능한 헤드셋입니다
가볍고 가성비도 좋아요!"
2024-04-14,5,가벼워서 오래 착용해도 불편함이 없어요! 많이 구매하는 이유가 있네요~ 굿굿굿입니당
2024-02-20,5,"배송도 빨랐고 사용방법도 쉬워서 금방 적응했어요! 귀도 잘 감싸주고 무게도 가볍습니다! 블랙이 무난할것같아서 골랐고, 디자인도 맘에들어요. 뜨개키링만들어서 달고다니는데 넘 귀엽고 만족-! 노이즈캔슬링기능이 뛰어난 제품이 필요한건아니어서 적당한 소음차단 기능에과 예민한타입은 아니어서 음질도 만족합니다."
2024-04-24,5,빠르게 잘 받았습니다
2024-05-08,5,"소니 헤드셋 정말 좋아요~^^
많이 파세요~^^"
2024-02-14,5,스토어PICK가격대비 좋은 것 같아요. 음질은 제가 원하는 대로 조정해서 들으니 딱 좋네요. 노이즈 캔슬링은 완벽하진 않은데 저는 오히려 그게 더 좋아서 잘 산 것 같습니다. 더 싸게 파는 곳도 있었지만 공식 루트로 구매하는 게 좋을 것 같아서 했는데 배송도 빠르고 여러모로 안심이었습니다. 플라스틱 패키징이 아니라서 너무 좋았고 필요한 것만 딱 있어 마음에 쏙 들었어요.
2024-05-09,5,아이들 선물로 좋은 제품 잘 구매한것 같아요.
2024-04-13,5,처음 사보는 헤드셋인데 내구성 좋고 조작 간편하네요~~
2024-04-05,5,"재구매노트북 스피커대신 연결해서 쓰는데
게임할때나 뭐 작업할때 편하고 좋아요"
2024-03-15,5,착용감이 좋으며.주변의 소음차단이 탁월하네요.강좌를 들을때.방해없이 집중할수있어서 참좋으네요.소리의 선명함도~~굿입니다
2024-03-28,5,"한달사용매일 매일 출근할때 착용하고 다닙니다.
지하철의 소음 너무 잘 차단되요^^"
2024-03-09,5,어머니 선물로 구매했습니다 가볍고 무선기능(유선포함)이 있어서 매우 좋았습니다 갤럭시 탭으로 영상 시청을 자주 하시는데 좋다고 기뻐하시더라구요 공식 브랜드 스토어에서 빠른 배송으로 받아서 좋았습니다^^
2024-02-21,5,노이즈캔슬링 자연스럽게 적당히 잘되고 좋아요. 음질은 뭐 ㅋㅋ 좋구용. 너무 가벼워서 진짜 놀랐어요.. 이정도면 고민을 왜이리 오래했나; 근데 제가 사고 나니까 갑자기 쿠폰이 보여요ㅡㅡ 제가 이제 발견한거겠죠.. 아무튼 전 대만족이고 추천합니다. 해드 조절하는 부분도 은박 광광 빛나는 거 아니여서 깔끔하고 넘 좋아여.
2024-03-17,5,"가격대비 좋은것 같아요
아이 인강용으로 샀는데 좋아요"
