DATE,VOTE,INFO
2025-05-27,5,"재구매아메솔 엊그제 첨 사용해보고 응고력 좋고 느낌 좋아서 바로 재구매 했습니다 쟁여 놓으려구요~
길 출신 우리 고양이 이 모래가 좋은지 한참 앉아있다 나오더라구요 어찌나 귀엽던지~~ㅎㅎ
아직 초보집사라.. 화장실 모래는 3-4주에 한번 전체 갈이 해주는거리 배워서 곧 또 구매하러올게요!"
2025-06-05,4,재구매아메솔제품 좋아해서 애용하는 제품인데 레드 아쿠아 쓰다가 12킬로대로 바꿨더니 탈취력이 점점 떨어지는거 같아요 ㅠㅠ 응고력도 예전 사용했던대로 깨지지 않으면 좋을텐데 부서지기도 해서 좀 아쉽습니다
2025-03-13,3,"한 눈에도 보이는 다량의 활성탄 덕분인지 탈취력은 뛰어났습니다. 먼지날림 또한 없습니다.
하지만 모래갈이 후 처음 사용한 날인데도 떡짐과 으스러짐 때문에 부스러기가 심했다는 것 입니다.
바로 톡톡문의를 남겨서 받은 답변입니다.

1.햇빛이 잘 들지 않는 곳에 화장실 배치 = X
2.모래의 양이 적은 경우 (적정 높이 7-10cm) = X
3.모래 전체를 뒤섞어주지 않은 경우 = X
4.최근에 병원을 다녀온 경우 = X
(약 성분으로 모래의 응고력이 떨어질 수 있음)
5.컨디션이나 외부 환경 변화로 인한 경우 = X
6.아이들이 소변을 보고 바로 스쿱하는 경우 = ?

위에 해당하는 경우를 굳이 고른다면 
6. 바로 스쿱하는 경우인데, “빠르게 촥촥 흡수되어 컴팩트하게 응집”, “떡짐 방지 레시피“ 라는 제품 설명과는 맞지 않는 것 같습니다...

매일 2~3회 화장실 모래 청소하여 청결 유지를 신경쓰는 편입니다.
이 제품은 하루에 1번 (집사가 잠들기 전 최대한 늦은 시간) 청소를 해주어야 단단하게 굳어 부스러기가 없습니다. 
좋은 모래 쓰게해주고 싶었던 저의 바람과는 다르게 실망이 큰 제품입니다."
2025-05-13,5,재구매사용해봤던 모래중에 제일 응고력 오래가고 양도 많고 먼지날림도 적어서 매번 재구매 합니다.물론 오래 사용하다보면 가루도 생기고 응고력 떨어져서 감자가 쪼개지고 으깨지긴 합니다.할인 자주 하면 좋을 것 같아요ㅎㅎ
2025-06-02,5,재구매벤토중 제일 맘에 드는 제품입니다 15일을 넘어가면 먼지가 좀 날리기 시작하는데 20일쯤 전체갈이바꿔주고 있어서 그건 보완이 됩니다 탈취력 좋고 응고도 잘되어서 계속 재구매중입니다 세일많이 해주세요
2025-06-03,5,"재구매정착해서 쓰고있는 모래입니다
최고다! 까지는 아닌데 가성비가 좋고 할인도 자주하고 해서 꾸준히 쭉 쓰고있어요
섞어쓰는 모래도 아메솔 카사바 모래인데 좋아요~"
2025-05-25,5,"아메솔 카사바는 처음 써봤어요 
아메솔 벤토와 섞어서 쓰고 있는데 
비율의 문제인지 굳기는 살짝 덜 만족하지만 냄새는 잘 잡는거같아요 먼지날림도 크게 나쁘지 않았구요 
다음번엔 카사바 비율을 늘려서 다시 사용해봐야겠어요
냥이는 마음에 드는지 모래샤워하네요 ㅋㅋ"
2025-05-30,5,"재구매벌써 여러번 사용중인 모래예요. 
응고력이랑 탈취력 넘 좋아요. 무엇보다 가격대가 좋고 냥이도 화장실 잘 가주네여 ㅋㅋㅋ"
2025-05-30,5,"기존에 쓰던 모래보다 저렴해서 한번 사봤는데
큰 차이 모르겠네요
먼지가 많다 느껴지지도 않구요 냄새도 잘 잡히구요."
2025-06-07,5,한달사용사용하기 편리하게 포장되어 부어쓰기 좋습니다. 먼지날림과 향기가 좋고 응고도 잘되어 5년째 사용 종입니다.
2025-06-02,5,"펫이벤트가 있길래 뭐지 하다가 기존에 쓰고있는 사악한 가격인 모래가 요즘 사막화를 만드길래 왜이르까 고민중이었는데…타이밍좋게 어디한번 시도해봅니다 노묘들이라 모래도 신중히 갈아야 되거든요 
근데 대용량이라 음청크네요"
2025-05-24,5,"아메리칸솔루션 로얄레드만 사용하는데 이 제품이 뜨길래 한 번 사봤어요!
무향에 입자는 비슷한거 같고, 먼지 날림도 딱히 없어요
냄새 잡아주는건 그냥 보통인거 같아요
아메리칸솔루션 시리즈는 대부분 좋은거 같아서 다른 제품 쓰다가도 다시 돌아와요ㅎㅎ"
2025-06-08,5,재구매가성비 젤 좋아요 먼지도 많이 안날리고 잘 뭉칩니다
2025-06-06,5,"재구매전체갈이할때되서 또 다시 기웃거리다 역시 아메솔만한게없지싶어  구매합니다~
이젠 정기배송하고싶은데 없어졌나봅니다ㅜ"
2025-06-06,5,"재구매전체갈이할때되서 또 다시 기웃거리다 역시 아메솔만한게없지싶어  구매합니다~
이젠 정기배송하고싶은데 없어졌나봅니다ㅜ"
2025-06-02,5,재구매아메솔 모래 잘 받았습니다. 계속 사용하고 있는데 응고력이 약간 떨어질 때도 있지만 처음 만족하고 썼을때 세뇌되어서 그런지 비교적 잘 애용하고 있습니다. 빠른 배송에도 늘 감사합니다.
2025-05-11,5,"재구매전체갈이하고 모래 부어주는데 부족해서
금요일 저녁에 늦게 시켰는데 배송빠르게 잘 받았어요
프로가토 카사바랑 섞어써요
먼지날림 적어서 좋아요~~🐈🤍"
2025-06-04,5,"재구매진짜 급하게 필요했는데 빨간날 끼고 다음날 바로 도착해서 잘썼어요!
에버크린쓰다가 특가로 구매해봤는데 날림도 적고 잘 뭉쳐서 이거로 정착했습니다"
2025-06-04,4,"재구매퀼리티가 좋은 모래라서 실내용으로 적합해요.초반에는 먼지날림이나 뭉침은 없어서 만족해요.중간부턴 먼지날림이 살짝있지만,이정도는 괜찮다고 봅니다"
2025-06-08,5,재구매매달주문받라서 쓰고 있어요. 아주 퍼팩트하진 않지만 적당히 뭉쳐지고 먼지도 조금은 날리지만 만족합니다.ㅎ
2025-05-19,5,"오더킬러를 4년을 쓰다가 감자가 뿌서져서 개빡쳐서 유목민 생활 시작했고 아메솔을 샀는데 훨씬 만족합니다. (넋두리시작) 다만 가격이 20년도 모래값의 2배는 되는 거 같습니다. 구라가 아니고 그땐 오더킬러 7키로 두 봉에 19000원 따리였습니다. 미쳐가지고 지금은 36000받습니다.
예 뭐 암튼 물가가 개올라서 이 모래도 개비싼거라고 생각하고 있습니다. 훨씬 만족합니다."
2025-05-13,5,"재구매다른거 몇번쓰다 시간이 지날수록 먼지 날림 너무 심해서 다시 아메솔 구매...
이번에 할인율 좀 있길래 이번에 카사바랑 같이 주문했어요
그런데 배송이 완전 미친배송이에요...

카시바는 아직 안왔는데 벤토는 거의 당일 배송 수준.. 저는 충남권에 사는데 오전에 주문했더니 새벽에 도착... 
급하신분들은 구매추천입니다.
배송이 진짜 빨라요"
2025-06-06,4,양이 많고 사용하기 편해서 좋아요. 에버크린이랑 비교해도 손색이 없는 것 같아요. 계속 구입 예정 입니다
2025-05-26,5,왜 이제 알았을까 드디어 정착할수 있을 것 같아요 판매자님 오래 오래 팔아주세요 그리고 주말에 주문했는데 그다음날 배송 실환가요? 판매자님 짱
2025-06-06,5,아메리칸 솔루션은 처음 주문해 봤네요. 할인 혜택이 좋구 먼진 날림이 적다는 후기를 보고 주문했습니다. 한번 써보고 다시 후기를 달아야겠습니다.
2025-06-01,5,한달사용두부모래를 한 5년 정도 쓰다가 탈취력 문제로 벤토나이트로 이번에 바꿔봤는데 너무 마음에 들어요. 냄새가 특히 너무 잘 잡아줘서 좋았어요. 이걸로 정착예정
2025-06-07,5,재구매항상 잘 쓰고있지만 세일때 쟁여템입니다!! 전체갈이하고나면 한번씩 애들이 화장실에서 안나오네요🤣
2025-05-28,5,재구매이번에도 잘쓰고있습니다. 배송도 빠르고 상자도 터짐없구요.  무향이지만 냄새도 잘 잡고 가는 삽으로 퍼도 먼지가 심하지 않아서 고양이 눈꼽도 안생기고 만족스럽습니다.
2025-06-04,4,"배송빠르구요.
감자는 잘만들어지구요.
먼지도 덜 나는것같아요.
탈취력은 아직모르겠어요.
오늘 모래를 바꿔줘서요.
조금더 사용해봐야 될것같아요."
2025-06-07,5,고양이 처음 키울때부터 10년 쓰고있어요 중간중간 다른모래 가봐도 다시 돌아옵니다 최근엔 스쿠핑스랑 아메솔 두개 계속 쓰고있어요 넘좋아용
2025-05-23,5,"재구매이번이 세번째 구매인듯 해요
대용량이라 넘 무거워요 ^^
이번에는 포장 박스가 간신히 붙어 있더라고요 
택배사 문제겠지만 박스안에 바로 상품이라 봉지로라도 한번 더 포장하면 어떨지요
응고력은 좋은데 탈취와 먼지 날림은 큰 차이를 못느끼겠어요"
2025-06-03,5,재구매항상 잘쓰고 있어요 할인할때 잘 삿네요 할인 자주해 주세요~~
2025-06-05,5,재구매먼지 날림이 많이없고 소변은 잘 뭉쳐져요  응가 냄새는 많이 나요 ㅠ 모래입자가 긁어서 먼지는 적은데 냄새가 ㅋ 그래도 먼지 없는 모래가 조아 전 정착햇어용
2025-04-14,5,"스토어PICK우리냥이들 벤토나이트모래만 씁니다. 아직 정착하지못해서 여기저기 후기보며 구입중인데요. 아메리칸솔루션 써보고 싶었지만 가격이 부담스러웠는데 이번에 행사해서 바로 질렀어요.
역시 👍  지르길 잘했네요.
특대형 화장실이라 대용량이 필요했고 마침 가격이 좋더라구요. 배송도 빨랐고, 먼니날림도 덜한게 우리냥이들 화장실 기호도 높네요.

두마리키워서 모래를 2주~20일정도 사용하고 교체하는데 냄새도 거의없고 단단하게 잘뭉치는게 뒷정리도 깔끔해요.

먼지날림이 없으니 우리냥이들 모래목욕?도 자주하고 신나합니다. 재주문하려고 들어왔다 리뷰발자국 남기고 갑니다"
2025-06-03,5,"재구매처음에는 먼지가 거의 없고 그랜드라 좋아요 그래도 몇번 감자 캐면 먼지나 날리기는 합니다
그래도 코스트코에서 판매하는 아메리카솔루션 보다 훨 좋아요 아ㅔ리카 쓰실까면 이제픔으로 구입하세여"
2025-06-05,5,모래 좋아요~ 써본 것 중에 제일 나은데 가격이 낮은 편이 아니라서 할인 기다리다 구매하였습니다.
2025-05-28,5,재구매아기 때부터 써서 항상 만족하며 사용하고 있습니다 남들은 보통 고양이모래하면 먼지먼지 눈꼽눈꼽하는데 전 겪어보질 않아서 모르겠네요 한번 써보시면 이해하실듯 카사바랑 두부는 잘 몰라서 패스 중
2025-06-05,5,"재구매이런저런 모래 많이 사용해봣지만
먼지날림 적은건 이모래가 단연 압권이예요
뭉침도 아주 좋습니다
이모래로 정착한지 좀 되었습니다
아직 모래 정착못하신분은 한번써보세요"
2025-06-03,5,늘 쓰던 제품이에요. 고양이가 이 벤토를 쓰면 화장실을 잘 가는 거 같아요. 냄새도 무향이라서 고양이가 좋아해요
2025-06-05,5,재구매모래 유목민으로 살다가 두번째 구매에요 잘뭉치고 냄새도 안나서 마음에 들어요 먼지도 적은편이에요
2025-06-05,5,"냄새없고 아이가  뒤처리하고나면
진짜 잘뭉치네요~~
특히  쉬야는
여러분 점토아시죠???   전  그넌느낌같아서
저희아이 쉬도 이젠 더 귀엽게 그껴지더라구요"
2025-06-02,5,"재구매늘 재구매하고 있어요
이번에 이벤트가 있어 쟁여놓으려 구매했어요
먼지가 안날리지는 않아요 ㅠㅠ
그래도 타제품에 비해 좀 만족도가 있어 다른제품과 함께 사용하기 좋아요"
2025-06-08,5,재구매늘 사용하는 제품입니다. 배송 빠르고 좋아요
2025-06-03,5,할인하길래 한 박스 더 시켰습니다. 너무 맘에 들어요. 가격이 너무 저렴해서 이런 이벤트 자주 했으면 좋겠어요
2025-05-12,5,"한달사용역시나 한달 정도 사용중인데 아주 만족합니다
고양이가 눈물이 자꾸 나서 다양한 모래를 사용했는데 고양이도 눈물이 좋아져서 기분이 아주 좋습니다
계속 할인 쿠폰과 좋은 기획전 부탁드려용 🧡"
2025-06-06,4,재구매이번에 쿠폰 받아서 저렴하게 구매했어요 늘 사용하는 제품입니다
2025-06-08,5,"재구매이 제품으로 갈아타고는 늘 아메솔만 사용하는데, 

베란다에서 암모니아 냄새가 다른 제품사용할때는 늘 났었는데,아메솔로 갈아타고는 그런 냄새들이 확실히 잡혔고, 무엇보다 모래날림이 확 줄었어요."
2025-06-02,5,"재구매늘 사용하던 제품이라 주말할인떠서 구입했어요.
잘뭉쳐지고,
가루날림은 좀 있지만 청소도 편해서 그냥써요
배송 쿠팡급으로 빨라요^^"
2025-05-29,5,재구매늘 쓰는 제품이라 할인할 때 쟁여두려고 또 삼. 상품이야 말할것도 없고 배송이…. 정말 빛의 속도임. 당일날 오다니. 이건 뭐 로 ㅋ 보다 더 빠름. 감동
2025-05-23,4,"재구매매달 구매함. 한포대 다 부어주면 됨. 먼지날림은 케바케. 적게 날리는 게 있는 반면 유난히 날리는 제품도 있음 . 상품 관리 배송 문제인건지 .
냄새 적당히 잘 잡아주고 걍 이거 계속 써요. 크게 나쁘지 않은것 같아서."
2025-05-23,4,"재구매매달 구매함. 한포대 다 부어주면 됨. 먼지날림은 케바케. 적게 날리는 게 있는 반면 유난히 날리는 제품도 있음 . 상품 관리 배송 문제인건지 .
냄새 적당히 잘 잡아주고 걍 이거 계속 써요. 크게 나쁘지 않은것 같아서."
2025-06-05,5,재구매모래 짱짱 좋아요!! 이제 정착해서 넘나 잘쓰고 있습니다~ 행사도 자주해줘서 느무 좋아용ㅎㅎ
2025-05-26,5,"먼지없고 응고 빠르고 좋은거 같아요!
주문후 배송도 빨랐는데 모래 전체갈이 이제해서 오늘 첫날인데 써보고 바로 재구매하고싶은 생각이 들었어요 하나더 쟁여 놓을까봐요 ㅎㅎ"
2025-06-07,4,항상 사용하는 모래입니다 아주 오래전부터 사용했는데 유명해지니 점점 가격이 오르는 것이 좀 그러네요
2025-04-21,5,"재구매처음 구매해서 한달 사용해보고 재구매까지 했는데 역시나 기대를 저버리지 않는 아메솔이에요. 옛날에 실크로드 썼었는데 오래되서 직접적인 비교는 할수없지만 입자도 못지않게 충분히 고운느낌이라 애기들이 좋아하고, 큰 입자제품에 비해서 청소하기도 간편해요. 응고력도 좀더 좋은 느낌이고요. 아무리 삽질을 거칠게 해도 진짜 거의 안부서지는 느낌? 아무튼 엄청 튼튼하다고 보시면 되고 먼지날림도 거의 없는 수준이에요. 할인도 자주해서 가성비도 아주 훌륭함.
한가지 아쉬운건 탈취력이네요 감자랑 맛동산 바로바로 가져다 버리지 않는이상 수거봉투에서 하루만 지나도 냄새가 좀 심하게 나긴하는... 그래도 제품자체가 무향이라 기대치가 낮은걸 생각하면 감자캘때는 거의 안나는 수준이라서 아주 훌륭해요!"
2025-04-21,5,"한달사용처음 구매해서 한달 사용해보고 재구매까지 했는데 역시나 기대를 저버리지 않는 아메솔이에요. 옛날에 실크로드 썼었는데 오래되서 직접적인 비교는 할수없지만 입자도 못지않게 충분히 고운느낌이라 애기들이 좋아하고, 큰 입자제품에 비해서 청소하기도 간편해요. 응고력도 좀더 좋은 느낌이고요. 아무리 삽질을 거칠게 해도 진짜 거의 안부서지는 느낌? 아무튼 엄청 튼튼하다고 보시면 되고 먼지날림도 거의 없는 수준이에요. 할인도 자주해서 가성비도 아주 훌륭함.
한가지 아쉬운건 탈취력이네요 감자랑 맛동산 바로바로 가져다 버리지 않는이상 수거봉투에서 하루만 지나도 냄새가 좀 심하게 나긴하는... 그래도 제품자체가 무향이라 기대치가 낮은걸 생각하면 감자캘때는 거의 안나는 수준이라서 아주 훌륭해요!"
2025-06-07,5,재구매벤토랑 카사랑 섞어쓰는데 냥이들이 잘 써요 먼지날림도 적고 응고력도 좋습니당 모래 정착 완료 굳
2025-06-04,5,이 모래는 첨 써보는데 오늘 전체갈이 하고 대변 퍼보니 먼지 없이 깔끔하게 떠지네요!!👍
2025-06-05,5,재구매지금까지 써본 모래중에서 제일 안부서지고 만족하며 사용중입니다 카사바랑 같이 섞어쓰고있어요 한번시켜본 이후로 여기모래만 시키네용 ㅎㅎ
2025-06-03,5,재구매한번쓰고는 헤어나오지 못하고 있어요. 향도좋고 날림이 없어 애기랑 고양이가 공존하면서도 깨끗한집유지!
2025-06-06,5,재구매벤토+카사바 쓰는데 기존에 다른모래 쓰다가 추천이 많길래 바꿔봤는데 일단 애들은 좋아하긴 한데 부스러기는 안생기진 않아요ㅋㅋ
2025-06-05,5,"매번 같은 아메리칸솔루션 빨간색 9kg을 샀었는데 이건 12kg인데 할인하길래 사봤습니다 
전에도 한번 쓴 적이 있었지만 기억이 잘 안나는데 향은 없었던거같고 응고력은 똑같이 잘 뭉쳐지는거 같아요!! 
먼지 날림은 아무래도 입자가 작다보니 아예 없을 수는 없지만 모래 부을때 마지막에 탈탈 털때나오는 그  미세작은 모래들?이 아니면 작은 먼지들은 안나오는거 같습니다 항상 이 제품만 써요! 많이 파세요 다쓰면 또 오겠습니다"
2025-06-02,5,재구매냄새도 잘잡아주고 먼지날림도 덜하고 좋아서 비싸도 계속 주문해서 사용하고 있어요.우리 냥이 두마리가 잘 쓰고 있습니다
2025-06-04,5,도착한지 이틀밖에 안되서 먼지 날림이나 뭉침은 아직 파악을 못했습니다. 더 써보고 후기 쓸께요
2025-06-07,5,재구매항상 아메리칸솔루션으로 잘 쓰고 있어요. 뭉치는것도 잘 뭉치고 먼지날림도 없고 좋아요.
2025-06-01,5,"당일배송이라 정말 좋네요~!
후기들이 좋아서 마침 할인하길래 구매해봤는데 먼지날림이 적었음 좋겠어요"
2025-06-06,5,다른것보다 가루 날림이 덜해요 카사바랑 섞어서 쓰면 뭉침도 훨씬 좋아져요
2025-06-05,5,아직 안써봤어요. 손잡이 있는게 마음에 들어서 에버크린만 쓰다가 한번 사봤습니다.
2025-06-04,5,"재구매모래유목민 정착템
냄새 잘 잡아주고 잘 굳음
미세먼지 안날림
애들 발에 뭍어 나오는건 어쩔수 없음"
2025-06-05,5,"재구매여기 모래만 계속해서 주문해서 쓰고있어요. 
배송비가 없엇눈데 생겼네요.ㅠㅠ 모래 좋아요~"
2025-05-15,5,아메솔 제일 좋아요 모래 구매하면 응고력 탈취 먼지 세 가지 중에 어느 하나는 만족스럽지 않은 경우가 많은데 세 가지 점 모두 평균 이상이에요 코코에서 자주 구매했었는데 여기서도 구매 가능하니 편리하게 이용할 수 있네요 자주 구매하기에 가격이 부담되니 행사 자주해주심 고맙겠습니다
2025-05-16,5,"재구매에버크린으로만 쓰다가 코로나 이후로 가격 변동이 너무 심해서 다시 유목민 됐는데 우연히 아메리칸 솔루션 써본 뒤에 괜찮아서 두번째 구매 중입니다.
가격, 탈취력 등 종합하여 가성비 좋아서 잘 쓰고 있어요. 캡으로 여닫는 방식인 것도 아주 마음에 듭니다"
2025-05-30,4,"첫모래라 비교군이 없지만 먼지날림도 이정도면 괜찮은거 같아요 응고력이 좋은편이긴한데 부스러기는 좀 나오네요 
아이도 좋은지 자꾸 모래에서 놀아요🥹"
2025-05-28,5,"재구매재재구매에요.
지인에게 추천받아 처음부터 이 모래만 씁니다.
냄새 잘 잡아주고 냥이도 잘 써요."
2025-05-14,5,재구매소중한 지인이 추천해 뒤로 너무 좋아서 계속 쓰고 싶어도;;; 냥이가 세 마리라 감당이 안 돼서 이렇게 할인 행사 할 때만 사서씁니다. 자주자주 할인 해 주세요. 🥹응고력 좋고 탈취력 좋습니다.
2025-06-02,5,"와! 배송진짜 빨리 왔어요. 
처음 써보는데 괜찮네요.  좀 더 써보고 한달후기 남기겠습니다."
2025-05-21,5,벤토랑 섞어서 사용중인데 확실히 응고력이 좋아졌어요. 입자가 고와서 아이들 발바닥에 자극없을것같아서 꾸준히 사용중입니다
2025-05-29,5,재구매아메솔 카사바랑 벤토 섞어서 쓰는데 잘뭉치고 냄새도 잘 잡아줘서 정착해서 너무 잘쓰고 있습니다 고양이 모래로 추천합니다!
2025-05-26,5,재구매촣아요 추천드립니다. 좀 더 저렴한 벤토 사용했다가 다시 돌아왔네요. 울 냥이 먼지 많이 나는 화장실 쓰셔서 먼지 많이 잡수시고 기침 해대고 난리가 나서 다시 씁니다. 말해 뮈하겠어요 좋습니다.
2025-05-28,5,"새끼고양이가 알아서 배변 활동하더라구요. 모래가 좋은가봐요. 처음써봐서 타사제품과 비교는 못하는데, 그래도 고양이가 잘 써서 좋아요."
2025-05-21,5,한달사용카사바 모래랑 섞어서 쓰고있어요! 카사바 단독으로 쓸 때보다 확실히 탈취력이 많이 좋아졌고 응고력도 더 좋은지 감자 크기가 작아졌어요! 먼지날림은 사람 눈에는 안보이는데 화장실 치울때마다 공기청정기가 열심히 돌아가긴합니다
2025-06-06,5,재구매카사바랑 섞어써요 ㅎㅎ용량이 커서 무겁긴 한데 입구가 달려있어서 좋아요 ㅎㅎ
2025-06-08,5,"처음 사용합니다
지인이 추천해서 구매했는데 좋습니다
또 구매 할게요"
2025-06-03,5,먼지 날림이 일단 적고 냄새도 덜납니다. 지금은 어쩔 수 없이 방에 두어야해서 방안에서 쓰는데 먼지 날림이 없어 재채기도 덜나네요 ㅎ
2025-06-01,5,재구매입자가 곱고 잘 뭉쳐서 다른 모래들과 섞어 쓰기 정말 좋아요. 숯이 들어있어서 냄새도 잘 잡아줍니다.
2025-06-03,5,재구매좋아요!ㅋㅋ 할인 자주 부탁드립니다!! 또 구매할게요!ㅋㅋ
2025-06-06,5,몇번째 샀는지 모르겠어요 가성비 굿
2025-06-04,4,아직 사용은 안해봤는데 세일 하길래 먼저 구매했습니다. 제품이 좋으면 재구매 하겠습니다.
2025-06-03,5,"배송 완전빠르고 좋아요
먼지날림도 덜하고 다음에도 시킬 것 같아요
감사합니다!"
2025-06-01,5,"다른 모래 쓰다 먼지날림 때문에 바꿨는데
먼지날림 없어서 좋아요!!
응고력 탈취력은 당연 좋아요"
2025-06-01,5,재구매진작 바꿀껄 후회했어요 아주 만족스런 모래에요 주인님도 아주 만족합니다
2025-06-02,5,오 시존에 쓰던 비싼 것보다 먼지가 덜 날려서 넘 좋네요 깜놀 좋은 제품 고맙습니다!
2025-05-15,5,재구매모래 안좋으면 결막염 달고사는 고양이라 모래에 신경쓰고 있어요. 이제품 몇 달간 쓰는동안 한번도 결막염에 걸리지 않아서 믿고 써요. 응고력에도 집착하는 편이라 원래 카사바7 벤토3정도로 섞는데 이제품은 벤토만 써도 잘뭉쳐서 좋아요. 모래 맘에 안들면 화장실앞에서 잔소리하는데 고양이도 잘써주네요
